Index,City,Country
643,47598,160
644,38807,140
645,26257,22
646,10654,76
647,20676,77
648,15814,105
649,47106,40
650,7491,164
651,36057,23
652,18504,51
653,20622,241
654,45659,194
655,21978,38
656,6236,100
657,13752,156
658,15975,154
659,3110,198
660,39077,217
661,22575,153
662,48242,65
663,11216,184
664,3767,183
665,4995,10
666,39565,149
667,28793,73
668,48730,48
669,23372,35
670,32144,240
671,2405,188
672,29717,49
673,1761,156
674,17039,147
675,19494,8
676,21307,73
677,25534,152
678,30641,69
679,30811,175
680,28110,227
681,46800,18
682,21626,195
683,24094,219
684,19912,232
685,14708,102
686,40934,222
687,29507,66
688,42804,194
689,31019,242
690,20690,12
691,39156,138
692,25527,180
693,6138,240
694,30972,210
695,40055,165
696,11953,192
697,17412,132
698,33550,98
699,10844,193
700,45798,188
701,22151,125
702,43533,12
703,20824,28
704,1449,43
705,8423,220
706,30922,56
707,15023,11
708,45341,7
709,42621,223
710,683,95
711,24896,37
712,6010,45
713,17710,117
714,40963,60
715,23628,44
716,17314,73
717,40107,149
718,3643,22
719,2954,181
720,1477,226
721,28489,149
722,9330,190
723,37217,26
724,42497,72
725,10714,120
726,12251,172
727,48649,179
728,17270,217
729,21200,193
730,23198,180
731,10724,187
732,16796,233
733,34571,161
734,43124,142
735,7878,73
736,29432,177
737,24956,74
738,15667,2
739,27786,13
740,47036,187
741,441,198
742,43063,207
743,33408,120
744,32248,5
745,3051,14
746,4779,218
747,6657,119
748,42537,221
749,17081,158
750,20405,239
751,5355,183
752,31639,130
753,23383,234
754,12967,209
755,18076,114
756,3824,60
757,33848,211
758,31097,134
759,21302,67
760,42524,112
761,25202,172
762,42125,168
763,6303,242
764,16778,102
765,45003,16
766,39028,148
767,43917,129
768,35266,218
769,31936,85
770,3235,37
771,984,127
772,20331,43
773,22153,166
774,10748,75
775,27307,63
776,15619,13
777,22581,150
778,34983,12
779,10511,109
780,29378,148
781,4742,44
782,30585,211
783,4477,41
784,35216,136
785,29480,189
786,5012,140
787,35019,241
788,2439,84
789,37303,45
790,22026,133
791,48460,100
792,12968,50
793,28221,64
794,15613,70
795,15741,142
796,36976,28
797,31186,234
798,7732,144
799,15164,180
800,13437,224
801,14987,35
802,217,74
803,21604,143
804,47331,131
805,2815,94
806,23193,66
807,45127,141
808,21377,62
809,17843,25
810,34621,93
811,17853,195
812,31578,110
813,31758,40
814,14793,30
815,34865,200
816,40757,212
817,2341,98
818,45204,227
819,39209,75
820,15416,201
821,46657,54
822,1688,198
823,30058,141
824,16353,216
825,23126,156
826,18810,166
827,48143,121
828,33602,6
829,15224,227
830,5189,117
831,7311,4
832,15714,144
833,28560,208
834,33731,52
835,28408,182
836,27401,14
837,46039,155
838,6475,127
839,47291,25
840,4680,68
841,6788,212
842,10862,16
843,5187,22
844,14353,80
845,35171,60
846,40407,139
847,7092,96
848,20166,224
849,38490,59
850,1137,4
851,6941,113
852,28160,73
853,30754,219
854,7946,241
855,19569,76
856,4034,133
857,34060,181
858,10611,164
859,2794,145
860,11562,156
861,23006,80
862,13994,202
863,21219,223
864,26506,193
865,34802,135
866,882,27
867,26198,81
868,6876,236
869,29427,14
870,13170,151
871,14189,176
872,39482,44
873,8456,34
874,27706,195
875,8680,147
876,2656,16
877,25647,195
878,14701,60
879,15033,179
880,8408,230
881,43637,32
882,13907,105
883,26697,154
884,36694,177
885,13538,226
886,32762,17
887,4367,175
888,11861,229
889,1523,240
890,10965,235
891,12216,39
892,44286,47
893,10626,79
894,30677,151
895,4097,237
896,33639,80
897,14855,88
898,19443,50
899,4641,201
900,44676,28
901,16944,114
902,3643,104
903,20101,98
904,44052,79
905,42524,132
906,24275,222
907,38129,72
908,5256,241
909,9274,135
910,25203,150
911,2830,6
912,1005,173
913,1396,7
914,4739,172
915,3649,92
916,19941,7
917,43752,174
918,7874,92
919,41446,85
920,23525,59
921,30838,216
922,13568,238
923,36822,157
924,15728,27
925,20030,213
926,4479,211
927,46677,229
928,44453,197
929,31043,98
930,13316,171
931,2155,114
932,22485,156
933,40818,21
934,28440,205
935,10094,15
936,45629,1
937,34160,17
938,25033,237
939,32717,91
940,20501,56
941,91,92
942,32494,215
943,3687,78
944,7360,39
945,3679,185
946,47278,3
947,33609,84
948,35433,76
949,2294,45
950,18393,61
951,40479,86
952,5078,42
953,19859,137
954,37555,46
955,43607,200
956,6759,115
957,1467,239
958,39486,157
959,16207,101
960,3227,171
961,3910,218
962,38510,24
963,27260,118
964,35046,130
965,11811,111
966,14823,22
967,27397,139
968,5956,126
969,21011,184
970,43291,141
971,25102,61
972,163,169
973,14267,202
974,7420,38
975,48977,7
976,3862,194
977,43779,168
978,28390,233
979,25118,149
980,11190,206
981,1003,228
982,39927,183
983,43614,135
984,33035,102
985,38525,100
986,35964,116
987,31523,84
988,4629,141
989,1636,89
990,5805,4
991,43384,83
992,34791,163
993,21265,158
994,6903,30
995,18394,106
996,15026,12
997,13294,120
998,7440,172
999,15948,36
1000,12608,32
1001,27904,11
1002,42839,171
1003,22482,127
1004,1972,54
1005,27980,17
1006,14679,235
1007,27826,134
1008,33793,239
1009,6901,115
1010,31979,3
1011,42499,142
1012,21048,159
1013,24508,156
1014,9961,197
1015,20243,150
1016,39107,145
1017,47757,151
1018,14968,25
1019,3530,218
1020,28136,25
1021,23730,220
1022,47774,195
1023,42203,138
1024,3965,214
1025,7489,43
1026,38346,186
1027,43033,30
1028,18514,105
1029,15020,199
1030,36115,1
1031,48170,147
1032,19852,129
1033,31845,211
1034,5870,39
1035,6670,183
1036,39102,206
1037,43674,5
1038,38578,52
1039,4422,30
1040,33704,95
1041,393,94
1042,42068,98
1043,6190,43
1044,30591,26
1045,28444,117
1046,39862,161
1047,29357,184
1048,24879,176
1049,14874,70
1050,26030,182
1051,18471,91
1052,9212,54
1053,41767,232
1054,11166,72
1055,11408,141
1056,3369,37
1057,6232,132
1058,3674,166
1059,37113,168
1060,13357,126
1061,25445,44
1062,38359,114
1063,32191,154
1064,13052,164
1065,41437,227
1066,8463,113
1067,21968,211
1068,10683,38
1069,34056,10
1070,18811,135
1071,44234,173
1072,23565,105
1073,9614,91
1074,11580,171
1075,46940,168
1076,2170,156
1077,47360,197
1078,29419,38
1079,12046,204
1080,48727,235
1081,46184,32
1082,37404,100
1083,10673,34
1084,16323,208
1085,31597,88
1086,1230,210
1087,10453,166
1088,24222,154
1089,47360,186
1090,45677,229
1091,11944,230
1092,13693,127
1093,4951,196
1094,5771,179
1095,5434,110
1096,15640,87
1097,12732,20
1098,22546,39
1099,21721,57
1100,48217,95
1101,25156,178
1102,32525,235
1103,25193,137
1104,4390,223
1105,34515,119
1106,41815,203
1107,46329,144
1108,25642,198
1109,40182,60
1110,20294,111
1111,375,185
1112,10803,188
1113,17153,142
1114,19178,196
1115,33554,114
1116,27084,97
1117,11411,172
1118,7047,119
1119,7532,142
1120,33876,206
1121,27610,49
1122,31723,71
1123,40665,199
1124,35512,230
1125,8485,126
1126,44875,77
1127,37527,111
1128,23749,110
1129,26157,241
1130,36331,211
1131,7329,89
1132,47927,40
1133,27502,40
1134,39975,68
1135,4706,104
1136,46401,49
1137,13850,197
1138,10811,213
1139,41777,171
1140,40127,103
1141,2089,21
1142,42598,12
1143,37478,164
1144,38219,231
1145,29908,48
1146,42764,205
1147,48695,171
1148,36869,179
1149,28253,199
1150,17618,195
1151,26574,65
1152,22670,228
1153,45942,139
1154,21472,168
1155,31026,5
1156,25443,97
1157,9379,87
1158,12288,238
1159,37799,43
1160,36006,18
1161,11236,171
1162,30445,111
1163,11705,139
1164,34417,49
1165,11103,58
1166,38523,114
1167,14552,146
1168,21872,64
1169,33240,142
1170,23557,99
1171,13931,26
1172,48655,143
1173,30296,234
1174,5818,24
1175,45387,94
1176,10588,190
1177,25818,61
1178,13827,39
1179,21915,36
1180,7143,87
1181,44585,155
1182,30521,54
1183,37963,171
1184,35757,242
1185,30215,74
1186,12315,59
1187,3094,46
1188,13737,186
1189,13959,59
1190,28142,209
1191,37365,188
1192,35149,196
1193,36085,114
1194,15697,152
1195,6922,158
1196,44381,11
1197,30243,154
1198,3575,54
1199,24178,175
1200,32020,142
1201,20471,17
1202,6127,239
1203,36820,87
1204,15617,44
1205,4551,212
1206,37884,70
1207,22519,90
1208,43248,73
1209,808,207
1210,33727,122
1211,21331,199
1212,11333,44
1213,39744,47
1214,25103,175
1215,24239,189
1216,35222,5
1217,23568,143
1218,5118,239
1219,36255,220
1220,11555,116
1221,44683,177
1222,41565,73
1223,46438,60
1224,27855,43
1225,37665,143
1226,38160,79
1227,15896,130
1228,32893,174
1229,37006,21
1230,25755,242
1231,46292,219
1232,30741,45
1233,543,131
1234,41532,91
1235,11680,127
1236,11202,80
1237,31329,121
1238,44113,31
1239,37973,10
1240,23027,181
1241,8434,147
1242,10545,39
1243,45677,71
1244,46577,206
1245,8545,56
1246,14276,106
1247,45516,159
1248,21383,163
1249,35388,90
1250,42357,109
1251,24710,25
1252,38590,16
1253,227,178
1254,39870,16
1255,1337,92
1256,47883,186
1257,26135,203
1258,45168,114
1259,42901,224
1260,3554,43
1261,32832,46
1262,7860,154
1263,4650,92
1264,16265,77
1265,45445,158
1266,32949,27
1267,15427,137
1268,12713,122
1269,4083,72
1270,20849,176
1271,11498,185
1272,35947,228
1273,27054,34
1274,5018,214
1275,32637,167
1276,17518,130
1277,42765,122
1278,48255,59
1279,5795,227
1280,14939,179
1281,17232,147
1282,36851,235
1283,12471,83
1284,40218,64
1285,33361,66
1286,38177,16
1287,21635,152
1288,47216,214
1289,10808,140
1290,3765,20
1291,30195,114
1292,43220,83
1293,42941,221
1294,23727,96
1295,21020,178
1296,19156,52
1297,11652,38
1298,43338,50
1299,28900,107
1300,11365,224
1301,9596,219
1302,34430,123
1303,40783,38
1304,3086,22
1305,18415,67
1306,4552,190
1307,29390,123
1308,4832,40
1309,15541,15
1310,37145,86
1311,47513,99
1312,377,12
1313,12067,94
1314,25196,150
1315,13975,4
1316,12869,182
1317,31694,31
1318,37071,90
1319,14471,220
1320,15061,223
1321,43201,111
1322,28489,49
1323,37872,47
1324,17702,65
1325,15879,235
1326,27572,134
1327,1179,62
1328,3052,76
1329,45072,78
1330,2362,192
1331,29409,208
1332,21322,145
1333,30958,59
1334,46123,239
1335,26058,71
1336,18982,14
1337,26502,128
1338,29670,44
1339,23726,27
1340,30761,200
1341,29306,106
1342,42422,133
1343,16140,87
1344,26155,129
1345,33503,134
1346,44684,103
1347,21360,99
1348,37002,84
1349,1426,223
1350,20426,146
1351,22184,30
1352,37810,234
1353,43046,149
1354,6063,85
1355,11633,61
1356,29,125
1357,45479,28
1358,4614,207
1359,33076,129
1360,1354,231
1361,47006,175
1362,47485,237
1363,38943,139
1364,32116,75
1365,9938,41
1366,15584,191
1367,11021,202
1368,12299,104
1369,37731,79
1370,46402,178
1371,7561,147
1372,8452,170
1373,7187,88
1374,1693,114
1375,35023,9
1376,29483,77
1377,43080,57
1378,30415,26
1379,21366,190
1380,45881,59
1381,11468,231
1382,30451,75
1383,42970,188
1384,34345,46
1385,4171,106
1386,33775,178
1387,27265,185
1388,30135,45
1389,47959,60
1390,39909,23
1391,4688,66
1392,13138,198
1393,26874,224
1394,14914,158
1395,4315,89
1396,30410,117
1397,16801,187
1398,37018,165
1399,15541,207
1400,33109,213
1401,33503,181
1402,15379,232
1403,44907,37
1404,32922,121
1405,46566,80
1406,44219,102
1407,35667,7
1408,9,219
1409,37123,41
1410,44299,66
1411,15905,47
1412,6075,66
1413,31782,163
1414,27181,213
1415,35997,22
1416,22827,224
1417,1961,16
1418,39024,49
1419,5027,213
1420,901,50
1421,6858,125
1422,47939,201
1423,18246,206
1424,40077,27
1425,2842,191
1426,24752,129
1427,15790,191
1428,8042,8
1429,11271,68
1430,26213,13
1431,6784,94
1432,14966,62
1433,19699,117
1434,15537,223
1435,3980,160
1436,36084,170
1437,43327,196
1438,4704,63
1439,41948,37
1440,28049,196
1441,42329,74
1442,15384,78
1443,40535,98
1444,11448,74
1445,20891,25
1446,42479,201
1447,45932,194
1448,1456,232
1449,27399,41
1450,15201,53
1451,45560,196
1452,29119,66
1453,17253,90
1454,2771,20
1455,8255,200
1456,38337,121
1457,21747,129
1458,17193,111
1459,47834,201
1460,26964,85
1461,46475,48
1462,35149,229
1463,18042,52
1464,23519,188
1465,2,87
1466,5558,24
1467,30915,225
1468,14376,227
1469,41908,20
1470,35886,133
1471,1173,176
1472,23471,133
1473,13541,92
1474,3288,214
1475,3249,198
1476,30958,66
1477,22078,160
1478,12499,171
1479,31492,226
1480,3107,230
1481,9295,105
1482,40491,11
1483,29430,149
1484,32948,29
1485,39818,148
1486,31644,32
1487,13709,62
1488,3441,57
1489,34780,118
1490,2458,102
1491,40427,94
1492,21946,155
1493,45528,49
1494,35136,159
1495,2350,49
1496,20795,119
1497,14422,7
1498,40934,110
1499,47566,118
1500,31371,4
1501,38324,242
1502,13344,60
1503,17517,182
1504,40294,101
1505,45004,150
1506,46690,49
1507,15784,209
1508,16053,68
1509,7394,110
1510,25506,52
1511,42969,118
1512,30820,201
1513,30532,219
1514,43857,233
1515,32395,158
1516,17763,56
1517,3881,35
1518,14291,73
1519,14924,26
1520,20099,19
1521,26075,62
1522,43844,135
1523,36687,150
1524,15402,241
1525,42758,41
1526,27688,25
1527,26907,237
1528,9410,95
1529,9849,207
1530,22262,9
1531,20051,24
1532,10417,235
1533,45890,26
1534,44100,66
1535,8064,49
1536,36918,199
1537,42894,118
1538,34435,39
1539,46451,159
1540,23128,169
1541,6803,141
1542,12,29
1543,3846,194
1544,30375,218
1545,35698,227
1546,2749,116
1547,20565,206
1548,48983,119
1549,7158,114
1550,36873,99
1551,9276,101
1552,45361,114
1553,24485,185
1554,46613,185
1555,8852,213
1556,46858,57
1557,43217,217
1558,22090,144
1559,22667,81
1560,20339,10
1561,6250,164
1562,25622,24
1563,19543,109
1564,27175,8
1565,5599,21
1566,32637,3
1567,38350,212
1568,30994,155
1569,11488,150
1570,33192,66
1571,12700,8
1572,294,197
1573,4092,135
1574,41071,35
1575,23494,191
1576,11701,65
1577,2564,130
1578,26316,72
1579,15422,49
1580,9024,123
1581,17359,96
1582,31068,35
1583,12110,127
1584,29382,76
1585,34851,58
1586,46310,40
1587,8207,107
1588,47958,11
1589,45767,43
1590,10336,214
1591,39744,163
1592,29865,60
1593,24577,75
1594,15042,136
1595,43097,50
1596,26834,131
1597,29210,181
1598,24773,116
1599,45069,112
1600,43577,58
1601,43192,202
1602,27471,95
1603,42329,82
1604,17356,210
1605,24700,99
1606,7118,163
1607,23865,228
1608,27066,159
1609,42855,138
1610,32933,211
1611,25074,170
1612,45461,241
1613,45443,214
1614,38783,60
1615,20475,14
1616,29216,79
1617,30888,117
1618,34423,121
1619,38064,128
1620,4643,176
1621,5171,230
1622,32000,16
1623,11461,218
1624,28185,227
1625,38945,143
1626,29352,144
1627,44022,210
1628,16836,86
1629,1249,147
1630,1804,98
1631,38385,63
1632,4274,186
1633,39147,222
1634,19661,226
1635,17829,71
1636,7419,105
1637,24325,239
1638,15138,111
1639,23994,53
1640,46703,106
1641,16553,198
1642,9447,198
1643,47942,163
1644,39878,216
1645,24704,183
1646,27764,60
1647,32234,231
1648,38934,146
1649,12163,8
1650,44830,198
1651,11818,37
1652,3097,198
1653,3237,9
1654,28344,130
1655,28790,108
1656,13365,171
1657,20603,127
1658,11221,59
1659,11395,153
1660,4805,120
1661,21189,11
1662,3275,222
1663,35285,131
1664,33594,8
1665,18431,96
1666,21368,114
1667,37449,214
1668,4472,99
1669,10024,195
1670,23271,161
1671,43892,209
1672,44358,227
1673,945,156
1674,45596,72
1675,21462,72
1676,18569,32
1677,33541,241
1678,44486,120
1679,13421,65
1680,15181,192
1681,47045,216
1682,21797,33
1683,46859,24
1684,14136,201
1685,10978,58
1686,2351,223
1687,30125,175
1688,40430,210
1689,41600,112
1690,16252,99
1691,10236,162
1692,16912,68
1693,15281,177
1694,4085,14
1695,13795,63
1696,37408,130
1697,22453,194
1698,14817,209
1699,1345,213
1700,48663,140
1701,18843,187
1702,22950,48
1703,45037,139
1704,44844,218
1705,10363,205
1706,2210,5
1707,23835,26
1708,33592,70
1709,29404,87
1710,21069,143
1711,11186,130
1712,44294,81
1713,46430,202
1714,12859,44
1715,21521,25
1716,38086,157
1717,26210,98
1718,22233,21
1719,18272,231
1720,29678,235
1721,37000,40
1722,23386,73
1723,30870,34
1724,8953,48
1725,25266,184
1726,4794,48
1727,17829,111
1728,34468,2
1729,13000,15
1730,8865,5
1731,21253,204
1732,1631,13
1733,36582,42
1734,16260,53
1735,36971,80
1736,44501,74
1737,15917,183
1738,34657,134
1739,6420,32
1740,41313,86
1741,13231,145
1742,26753,61
1743,27328,194
1744,33779,218
1745,20718,235
1746,8523,197
1747,3874,11
1748,7708,47
1749,24845,106
1750,46546,177
1751,45141,171
1752,8721,156
1753,31021,98
1754,16890,70
1755,23594,48
1756,31580,142
1757,9755,0
1758,30369,220
1759,5509,195
1760,43313,163
1761,22081,16
1762,38009,149
1763,4126,48
1764,37263,89
1765,48584,186
1766,5100,125
1767,13973,145
1768,23980,238
1769,27536,39
1770,15728,29
1771,42237,86
1772,40853,138
1773,29960,83
1774,11105,170
1775,32414,28
1776,51,8
1777,9059,24
1778,6696,157
1779,35147,36
1780,12389,242
1781,5159,191
1782,44626,97
1783,15043,237
1784,29226,41
1785,5550,102
1786,35179,54
1787,15236,241
1788,45465,197
1789,41269,228
1790,18642,188
1791,21097,127
1792,48880,91
1793,28221,226
1794,12966,234
1795,35751,68
1796,683,172
1797,5411,4
1798,16646,240
1799,459,163
1800,38588,180
1801,796,6
1802,2967,179
1803,31571,146
1804,20692,233
1805,30120,153
1806,37775,213
1807,21811,182
1808,21583,22
1809,14512,8
1810,22862,23
1811,32309,45
1812,12428,22
1813,16130,125
1814,41517,24
1815,763,127
1816,18783,220
1817,44318,15
1818,1739,121
1819,29101,21
1820,26472,170
1821,48400,117
1822,41008,175
1823,17838,116
1824,21157,167
1825,13775,193
1826,7597,42
1827,48819,142
1828,20921,30
1829,42588,42
1830,128,158
1831,13266,222
1832,12059,20
1833,20113,139
1834,4442,148
1835,18104,233
1836,10190,9
1837,24239,158
1838,43439,201
1839,20010,136
1840,43145,158
1841,12661,217
1842,12725,183
1843,16580,186
1844,45150,41
1845,25175,8
1846,18728,23
1847,6737,118
1848,12602,39
1849,7039,111
1850,27554,19
1851,377,48
1852,39607,68
1853,37193,226
1854,9823,210
1855,37869,138
1856,4525,0
1857,14989,111
1858,41276,158
1859,24325,81
1860,25447,187
1861,31292,202
1862,40482,144
1863,39525,159
1864,39585,68
1865,24932,207
1866,33959,219
1867,38732,220
1868,26294,45
1869,1229,17
1870,1400,51
1871,23918,14
1872,6227,157
1873,33068,56
1874,11956,96
1875,22996,22
1876,16107,104
1877,24042,71
